GEO,AGE,SEX,HRPROF,UNIT,Value
Ontario,Total,Both,Suicidal,Percent,0.122
Ontario,Total,Both,Good Mental Health,Number,1209975
Ontario,Total,Both,Good Mental Health,Percent,0.6759999999999999
Ontario,Total,Both,Poor Mental Health,Number,144282
Ontario,Total,Both,Poor Mental Health,Percent,0.081
Ontario,Total,Both,High Stress,Number,218577
Ontario,Total,Both,High Stress,Percent,0.172
Ontario,Total,Both,Low Stress,Number,589390
Ontario,Total,Both,Low Stress,Percent,0.46399999999999997
Ontario,Total,Both,Needs Met,Number,206361
Ontario,Total,Both,Needs Met,Percent,0.11599999999999999
Ontario,Total,Both,Needs not Met,Number,58511
Ontario,Total,Both,Needs not Met,Percent,0.033
Ontario,Total,Both,Accessed care (past year),Number,225155
Ontario,Total,Both,Accessed care (past year),Percent,0.126
Ontario,Total,Both,Psychosis,Number,NA
Ontario,Total,Both,Psychosis,Percent,NA
Ontario,Total,Both,PTSD,Number,36922
Ontario,Total,Both,PTSD,Percent,0.021
Ontario,Total,Males,Any Disorder,Number,104337
Ontario,Total,Males,Any Disorder,Percent,0.115
Ontario,Total,Males,Depression,Number,81276
Ontario,Total,Males,Depression,Percent,0.08900000000000001
Ontario,Total,Males,Bipolar,Number,43353
Ontario,Total,Males,Bipolar,Percent,0.048
Ontario,Total,Males,Anxiety,Number,23498
Ontario,Total,Males,Anxiety,Percent,0.026000000000000002
Ontario,Total,Males,Any Substance,Number,206104
Ontario,Total,Males,Any Substance,Percent,0.23
Ontario,Total,Males,Alcohol,Number,151430
Ontario,Total,Males,Alcohol,Percent,0.16699999999999998
Ontario,Total,Males,Cannabis,Number,117378
Ontario,Total,Males,Cannabis,Percent,0.13
Ontario,Total,Males,Other,Number,31256
Ontario,Total,Males,Other,Percent,0.035
Ontario,Total,Males,Suicidal,Number,87346
Ontario,Total,Males,Suicidal,Percent,0.096
Ontario,Total,Males,Good Mental Health,Number,640194
Ontario,Total,Males,Good Mental Health,Percent,0.701
Ontario,Total,Males,Poor Mental Health,Number,41134
Ontario,Total,Males,Poor Mental Health,Percent,0.045
Ontario,Total,Males,High Stress,Number,112235
Ontario,Total,Males,High Stress,Percent,0.16399999999999998
Ontario,Total,Males,Low Stress,Number,335665
Ontario,Total,Males,Low Stress,Percent,0.49
Ontario,Total,Males,Needs Met,Number,110079
Ontario,Total,Males,Needs Met,Percent,0.122
Ontario,Total,Males,Needs not Met,Number,NA
Ontario,Total,Males,Needs not Met,Percent,NA
Ontario,Total,Males,Accessed care (past year),Number,85730
Ontario,Total,Males,Accessed care (past year),Percent,0.094
Ontario,Total,Males,Psychosis,Number,NA
Ontario,Total,Males,Psychosis,Percent,NA
Ontario,Total,Males,PTSD,Number,NA
Ontario,Total,Males,PTSD,Percent,NA
Ontario,Total,Females,Any Disorder,Number,104146
Ontario,Total,Females,Any Disorder,Percent,0.11900000000000001
Ontario,Total,Females,Depression,Number,90968
Ontario,Total,Females,Depression,Percent,0.10400000000000001
Ontario,Total,Females,Bipolar,Number,27948
Ontario,Total,Females,Bipolar,Percent,0.032
Ontario,Total,Females,Anxiety,Number,74121
Ontario,Total,Females,Anxiety,Percent,0.085
Ontario,Total,Females,Any Substance,Number,121990
Ontario,Total,Females,Any Substance,Percent,0.141
Ontario,Total,Females,Alcohol,Number,80290
Ontario,Total,Females,Alcohol,Percent,0.09300000000000001
Ontario,Total,Females,Cannabis,Number,65607
Ontario,Total,Females,Cannabis,Percent,0.076
Ontario,Total,Females,Other,Number,29983
Ontario,Total,Females,Other,Percent,0.034
Ontario,Total,Females,Suicidal,Number,130859
Ontario,Total,Females,Suicidal,Percent,0.15
Ontario,Total,Females,Good Mental Health,Number,569781
Ontario,Total,Females,Good Mental Health,Percent,0.6509999999999999
Ontario,Total,Females,Poor Mental Health,Number,103147
Ontario,Total,Females,Poor Mental Health,Percent,0.11800000000000001
Ontario,Total,Females,High Stress,Number,106342
Ontario,Total,Females,High Stress,Percent,0.182
Ontario,Total,Females,Low Stress,Number,253725
Ontario,Total,Females,Low Stress,Percent,0.434
Ontario,Total,Females,Needs Met,Number,96282
Ontario,Total,Females,Needs Met,Percent,0.11
Ontario,Total,Females,Needs not Met,Number,31119
Ontario,Total,Females,Needs not Met,Percent,0.036000000000000004
Ontario,Total,Females,Accessed care (past year),Number,139425
Ontario,Total,Females,Accessed care (past year),Percent,0.16
Ontario,Total,Females,Psychosis,Number,NA
Ontario,Total,Females,Psychosis,Percent,NA
Ontario,Total,Females,PTSD,Number,NA
Ontario,Total,Females,PTSD,Percent,NA
Ontario,15 to 24,Both,Any Disorder,Number,502464
Ontario,15 to 24,Both,Any Disorder,Percent,0.138
Ontario,15 to 24,Both,Depression,Number,442996
Ontario,15 to 24,Both,Depression,Percent,0.122
Ontario,15 to 24,Both,Bipolar,Number,123514
Ontario,15 to 24,Both,Bipolar,Percent,0.034
Ontario,15 to 24,Both,Anxiety,Number,307263
Ontario,15 to 24,Both,Anxiety,Percent,0.085
Ontario,15 to 24,Both,Any Substance,Number,744579
Ontario,15 to 24,Both,Any Substance,Percent,0.207
Ontario,15 to 24,Both,Alcohol,Number,605925
Ontario,15 to 24,Both,Alcohol,Percent,0.16699999999999998
Ontario,15 to 24,Both,Cannabis,Number,270082
Ontario,15 to 24,Both,Cannabis,Percent,0.075
Ontario,15 to 24,Both,Other,Number,144524
Ontario,15 to 24,Both,Other,Percent,0.04
Ontario,15 to 24,Both,Suicidal,Number,430976
Ontario,15 to 24,Both,Suicidal,Percent,0.11800000000000001
Ontario,15 to 24,Both,Good Mental Health,Number,2489713
Ontario,15 to 24,Both,Good Mental Health,Percent,0.6829999999999999
Ontario,15 to 24,Both,Poor Mental Health,Number,309286
Ontario,15 to 24,Both,Poor Mental Health,Percent,0.085
Ontario,15 to 24,Both,High Stress,Number,1009964
Ontario,15 to 24,Both,High Stress,Percent,0.32299999999999995
Ontario,15 to 24,Both,Low Stress,Number,675434
Ontario,15 to 24,Both,Low Stress,Percent,0.21600000000000003
Ontario,15 to 24,Both,Needs Met,Number,438699
Ontario,15 to 24,Both,Needs Met,Percent,0.12
Ontario,15 to 24,Both,Needs not Met,Number,106584
Ontario,15 to 24,Both,Needs not Met,Percent,0.028999999999999998
Ontario,15 to 24,Both,Accessed care (past year),Number,458172
Ontario,15 to 24,Both,Accessed care (past year),Percent,0.125
Ontario,15 to 24,Both,Psychosis,Number,66661
Ontario,15 to 24,Both,Psychosis,Percent,0.018000000000000002
Ontario,15 to 24,Both,PTSD,Number,87489
Ontario,15 to 24,Both,PTSD,Percent,0.024
Ontario,15 to 24,Males,Any Disorder,Number,209257
Ontario,15 to 24,Males,Any Disorder,Percent,0.11699999999999999
Ontario,15 to 24,Males,Depression,Number,172907
Ontario,15 to 24,Males,Depression,Percent,0.09699999999999999
Ontario,15 to 24,Males,Bipolar,Number,66342
Ontario,15 to 24,Males,Bipolar,Percent,0.037000000000000005
Ontario,15 to 24,Males,Anxiety,Number,127059
Ontario,15 to 24,Males,Anxiety,Percent,0.071
Ontario,15 to 24,Males,Any Substance,Number,510180
Ontario,15 to 24,Males,Any Substance,Percent,0.289
Ontario,15 to 24,Males,Alcohol,Number,410852
Ontario,15 to 24,Males,Alcohol,Percent,0.23
Ontario,15 to 24,Males,Cannabis,Number,191183
Ontario,15 to 24,Males,Cannabis,Percent,0.107
Ontario,15 to 24,Males,Other,Number,83320
Ontario,15 to 24,Males,Other,Percent,0.047
Ontario,15 to 24,Males,Suicidal,Number,187128
Ontario,15 to 24,Males,Suicidal,Percent,0.10400000000000001
Ontario,15 to 24,Males,Good Mental Health,Number,1295048
Ontario,15 to 24,Males,Good Mental Health,Percent,0.72
Ontario,15 to 24,Males,Poor Mental Health,Number,124464
Ontario,15 to 24,Males,Poor Mental Health,Percent,0.069
Ontario,15 to 24,Males,High Stress,Number,517700
Ontario,15 to 24,Males,High Stress,Percent,0.313
Ontario,15 to 24,Males,Low Stress,Number,369903
Ontario,15 to 24,Males,Low Stress,Percent,0.22399999999999998
Ontario,15 to 24,Males,Needs Met,Number,167699
Ontario,15 to 24,Males,Needs Met,Percent,0.09300000000000001
Ontario,15 to 24,Males,Needs not Met,Number,40996
Ontario,15 to 24,Males,Needs not Met,Percent,0.023
Ontario,15 to 24,Males,Accessed care (past year),Number,175354
Ontario,15 to 24,Males,Accessed care (past year),Percent,0.09699999999999999
Ontario,15 to 24,Males,Psychosis,Number,31671
Ontario,15 to 24,Males,Psychosis,Percent,0.018000000000000002
Ontario,15 to 24,Males,PTSD,Number,NA
Ontario,15 to 24,Males,PTSD,Percent,NA
Ontario,15 to 24,Females,Any Disorder,Number,293207
Ontario,15 to 24,Females,Any Disorder,Percent,0.159
Ontario,15 to 24,Females,Depression,Number,270089
Ontario,15 to 24,Females,Depression,Percent,0.146
Ontario,15 to 24,Females,Bipolar,Number,57172
Ontario,15 to 24,Females,Bipolar,Percent,0.031
Ontario,15 to 24,Females,Anxiety,Number,180203
Ontario,15 to 24,Females,Anxiety,Percent,0.098
Ontario,15 to 24,Females,Any Substance,Number,234399
Ontario,15 to 24,Females,Any Substance,Percent,0.128
Ontario,15 to 24,Females,Alcohol,Number,195073
Ontario,15 to 24,Females,Alcohol,Percent,0.106
Ontario,15 to 24,Females,Cannabis,Number,78898
Ontario,15 to 24,Females,Cannabis,Percent,0.043
Ontario,15 to 24,Females,Other,Number,61204
Ontario,15 to 24,Females,Other,Percent,0.033
Ontario,15 to 24,Females,Suicidal,Number,243847
Ontario,15 to 24,Females,Suicidal,Percent,0.132
Ontario,15 to 24,Females,Good Mental Health,Number,1194664
Ontario,15 to 24,Females,Good Mental Health,Percent,0.647
Ontario,15 to 24,Females,Poor Mental Health,Number,184823
Ontario,15 to 24,Females,Poor Mental Health,Percent,0.1
Ontario,15 to 24,Females,High Stress,Number,492264
Ontario,15 to 24,Females,High Stress,Percent,0.33399999999999996
Ontario,15 to 24,Females,Low Stress,Number,305532
Ontario,15 to 24,Females,Low Stress,Percent,0.20800000000000002
Ontario,15 to 24,Females,Needs Met,Number,271e3
Ontario,15 to 24,Females,Needs Met,Percent,0.147
Ontario,15 to 24,Females,Needs not Met,Number,65588
Ontario,15 to 24,Females,Needs not Met,Percent,0.036000000000000004
Ontario,15 to 24,Females,Accessed care (past year),Number,282818
Ontario,15 to 24,Females,Accessed care (past year),Percent,0.153
Ontario,15 to 24,Females,Psychosis,Number,34989
Ontario,15 to 24,Females,Psychosis,Percent,0.019
Ontario,15 to 24,Females,PTSD,Number,NA
Ontario,15 to 24,Females,PTSD,Percent,NA
Ontario,25 to 44,Both,Any Disorder,Number,475647
Ontario,25 to 44,Both,Any Disorder,Percent,0.128
Ontario,25 to 44,Both,Depression,Number,443640
Ontario,25 to 44,Both,Depression,Percent,0.11900000000000001
Ontario,25 to 44,Both,Bipolar,Number,84472
Ontario,25 to 44,Both,Bipolar,Percent,0.023
Ontario,25 to 44,Both,Anxiety,Number,381016
Ontario,25 to 44,Both,Anxiety,Percent,0.10300000000000001
Ontario,25 to 44,Both,Any Substance,Number,752410
Ontario,25 to 44,Both,Any Substance,Percent,0.205
Ontario,25 to 44,Both,Alcohol,Number,663359
Ontario,25 to 44,Both,Alcohol,Percent,0.179
Ontario,25 to 44,Both,Cannabis,Number,214906
Ontario,25 to 44,Both,Cannabis,Percent,0.057999999999999996
Ontario,25 to 44,Both,Other,Number,115466
Ontario,25 to 44,Both,Other,Percent,0.031
Ontario,25 to 44,Both,Suicidal,Number,406525
Ontario,25 to 44,Both,Suicidal,Percent,0.109
Ontario,25 to 44,Both,Good Mental Health,Number,2354244
Ontario,25 to 44,Both,Good Mental Health,Percent,0.628
Ontario,25 to 44,Both,Poor Mental Health,Number,345611
Ontario,25 to 44,Both,Poor Mental Health,Percent,0.092
Ontario,25 to 44,Both,High Stress,Number,881604
Ontario,25 to 44,Both,High Stress,Percent,0.3
Ontario,25 to 44,Both,Low Stress,Number,768784
Ontario,25 to 44,Both,Low Stress,Percent,0.261
Ontario,25 to 44,Both,Needs Met,Number,374918
Ontario,25 to 44,Both,Needs Met,Percent,0.1
Ontario,25 to 44,Both,Needs not Met,Number,86672
Ontario,25 to 44,Both,Needs not Met,Percent,0.023
Ontario,25 to 44,Both,Accessed care (past year),Number,404516
Ontario,25 to 44,Both,Accessed care (past year),Percent,0.10800000000000001
Ontario,25 to 44,Both,Psychosis,Number,51068
Ontario,25 to 44,Both,Psychosis,Percent,0.013999999999999999
Ontario,25 to 44,Both,PTSD,Number,84317
Ontario,25 to 44,Both,PTSD,Percent,0.022000000000000002
Ontario,25 to 44,Males,Any Disorder,Number,160483
Ontario,25 to 44,Males,Any Disorder,Percent,0.087
Ontario,25 to 44,Males,Depression,Number,151035
Ontario,25 to 44,Males,Depression,Percent,0.08199999999999999
Ontario,25 to 44,Males,Bipolar,Number,26818
Ontario,25 to 44,Males,Bipolar,Percent,0.015
Ontario,25 to 44,Males,Anxiety,Number,123797
Ontario,25 to 44,Males,Anxiety,Percent,0.067
Ontario,25 to 44,Males,Any Substance,Number,545969
Ontario,25 to 44,Males,Any Substance,Percent,0.301
Ontario,25 to 44,Males,Alcohol,Number,482549
Ontario,25 to 44,Males,Alcohol,Percent,0.264
Ontario,25 to 44,Males,Cannabis,Number,150220
Ontario,25 to 44,Males,Cannabis,Percent,0.08199999999999999
Ontario,25 to 44,Males,Other,Number,65137
Ontario,25 to 44,Males,Other,Percent,0.036000000000000004
Ontario,25 to 44,Males,Suicidal,Number,161177
Ontario,25 to 44,Males,Suicidal,Percent,0.087
Ontario,25 to 44,Males,Good Mental Health,Number,1186455
Ontario,25 to 44,Males,Good Mental Health,Percent,0.6409999999999999
Ontario,25 to 44,Males,Poor Mental Health,Number,140555
Ontario,25 to 44,Males,Poor Mental Health,Percent,0.076
Ontario,25 to 44,Males,High Stress,Number,403652
Ontario,25 to 44,Males,High Stress,Percent,0.26
Ontario,25 to 44,Males,Low Stress,Number,409479
Ontario,25 to 44,Males,Low Stress,Percent,0.264
Ontario,25 to 44,Males,Needs Met,Number,107947
Ontario,25 to 44,Males,Needs Met,Percent,0.059000000000000004
Ontario,25 to 44,Males,Needs not Met,Number,26658
Ontario,25 to 44,Males,Needs not Met,Percent,0.013999999999999999
Ontario,25 to 44,Males,Accessed care (past year),Number,134070
Ontario,25 to 44,Males,Accessed care (past year),Percent,0.07200000000000001
Ontario,25 to 44,Males,Psychosis,Number,NA
Ontario,25 to 44,Males,Psychosis,Percent,NA
Ontario,25 to 44,Males,PTSD,Number,21232
Ontario,25 to 44,Males,PTSD,Percent,0.011000000000000001
Ontario,25 to 44,Females,Any Disorder,Number,315164
Ontario,25 to 44,Females,Any Disorder,Percent,0.16699999999999998
Ontario,25 to 44,Females,Depression,Number,292605
Ontario,25 to 44,Females,Depression,Percent,0.155
Ontario,25 to 44,Females,Bipolar,Number,57654
Ontario,25 to 44,Females,Bipolar,Percent,0.03
Ontario,25 to 44,Females,Anxiety,Number,257219
Ontario,25 to 44,Females,Anxiety,Percent,0.13699999999999998
Ontario,25 to 44,Females,Any Substance,Number,206441
Ontario,25 to 44,Females,Any Substance,Percent,0.111
Ontario,25 to 44,Females,Alcohol,Number,180810
Ontario,25 to 44,Females,Alcohol,Percent,0.096
Ontario,25 to 44,Females,Cannabis,Number,64686
Ontario,25 to 44,Females,Cannabis,Percent,0.034
Ontario,25 to 44,Females,Other,Number,50329
Ontario,25 to 44,Females,Other,Percent,0.027000000000000003
Ontario,25 to 44,Females,Suicidal,Number,245349
Ontario,25 to 44,Females,Suicidal,Percent,0.129
Ontario,25 to 44,Females,Good Mental Health,Number,1167790
Ontario,25 to 44,Females,Good Mental Health,Percent,0.615
Ontario,25 to 44,Females,Poor Mental Health,Number,205056
Ontario,25 to 44,Females,Poor Mental Health,Percent,0.10800000000000001
Ontario,25 to 44,Females,High Stress,Number,477952
Ontario,25 to 44,Females,High Stress,Percent,0.344
Ontario,25 to 44,Females,Low Stress,Number,359305
Ontario,25 to 44,Females,Low Stress,Percent,0.258
Ontario,25 to 44,Females,Needs Met,Number,266971
Ontario,25 to 44,Females,Needs Met,Percent,0.141
Ontario,25 to 44,Females,Needs not Met,Number,60014
Ontario,25 to 44,Females,Needs not Met,Percent,0.032
Ontario,25 to 44,Females,Accessed care (past year),Number,270446
Ontario,25 to 44,Females,Accessed care (past year),Percent,0.14300000000000002
Ontario,25 to 44,Females,Psychosis,Number,NA
Ontario,25 to 44,Females,Psychosis,Percent,NA
Ontario,25 to 44,Females,PTSD,Number,63085
Ontario,25 to 44,Females,PTSD,Percent,0.033
Ontario,45 to 64,Both,Any Disorder,Number,140453
Ontario,45 to 64,Both,Any Disorder,Percent,0.076
Ontario,45 to 64,Both,Depression,Number,134675
Ontario,45 to 64,Both,Depression,Percent,0.073
Ontario,45 to 64,Both,Bipolar,Number,NA
Ontario,45 to 64,Both,Bipolar,Percent,NA
Ontario,45 to 64,Both,Anxiety,Number,104546
Ontario,45 to 64,Both,Anxiety,Percent,0.055999999999999994
Ontario,45 to 64,Both,Any Substance,Number,242677
Ontario,45 to 64,Both,Any Substance,Percent,0.133
Ontario,45 to 64,Both,Alcohol,Number,222941
Ontario,45 to 64,Both,Alcohol,Percent,0.121
Ontario,45 to 64,Both,Cannabis,Number,NA
Ontario,45 to 64,Both,Cannabis,Percent,NA
Ontario,45 to 64,Both,Other,Number,NA
Ontario,45 to 64,Both,Other,Percent,NA
Ontario,45 to 64,Both,Suicidal,Number,111708
Ontario,45 to 64,Both,Suicidal,Percent,0.06
Ontario,45 to 64,Both,Good Mental Health,Number,1218569
Ontario,45 to 64,Both,Good Mental Health,Percent,0.652
Ontario,45 to 64,Both,Poor Mental Health,Number,105892
Ontario,45 to 64,Both,Poor Mental Health,Percent,0.057
Ontario,45 to 64,Both,High Stress,Number,43528
Ontario,45 to 64,Both,High Stress,Percent,0.141
Ontario,45 to 64,Both,Low Stress,Number,157767
Ontario,45 to 64,Both,Low Stress,Percent,0.511
Ontario,45 to 64,Both,Needs Met,Number,160287
Ontario,45 to 64,Both,Needs Met,Percent,0.086
Ontario,45 to 64,Both,Needs not Met,Number,NA
Ontario,45 to 64,Both,Needs not Met,Percent,NA
Ontario,45 to 64,Both,Accessed care (past year),Number,144487
Ontario,45 to 64,Both,Accessed care (past year),Percent,0.077
Ontario,45 to 64,Both,Psychosis,Number,NA
Ontario,45 to 64,Both,Psychosis,Percent,NA
Ontario,45 to 64,Both,PTSD,Number,17724
Ontario,45 to 64,Both,PTSD,Percent,0.009000000000000001
Ontario,45 to 64,Males,Any Disorder,Number,35938
Ontario,45 to 64,Males,Any Disorder,Percent,0.043
Ontario,45 to 64,Males,Depression,Number,34885
Ontario,45 to 64,Males,Depression,Percent,0.042
Ontario,45 to 64,Males,Bipolar,Number,NA
Ontario,45 to 64,Males,Bipolar,Percent,NA
Ontario,45 to 64,Males,Anxiety,Number,27902
Ontario,45 to 64,Males,Anxiety,Percent,0.033
Ontario,45 to 64,Males,Any Substance,Number,204810
Ontario,45 to 64,Males,Any Substance,Percent,0.25
Ontario,45 to 64,Males,Alcohol,Number,195268
Ontario,45 to 64,Males,Alcohol,Percent,0.23600000000000002
Ontario,45 to 64,Males,Cannabis,Number,NA
Ontario,45 to 64,Males,Cannabis,Percent,NA
Ontario,45 to 64,Males,Other,Number,NA
Ontario,45 to 64,Males,Other,Percent,NA
Ontario,45 to 64,Males,Suicidal,Number,32286
Ontario,45 to 64,Males,Suicidal,Percent,0.039
Ontario,45 to 64,Males,Good Mental Health,Number,551009
Ontario,45 to 64,Males,Good Mental Health,Percent,0.653
Ontario,45 to 64,Males,Poor Mental Health,Number,48686
Ontario,45 to 64,Males,Poor Mental Health,Percent,0.057999999999999996
Ontario,45 to 64,Males,High Stress,Number,27292
Ontario,45 to 64,Males,High Stress,Percent,0.136
Ontario,45 to 64,Males,Low Stress,Number,95787
Ontario,45 to 64,Males,Low Stress,Percent,0.479
Ontario,45 to 64,Males,Needs Met,Number,57293
Ontario,45 to 64,Males,Needs Met,Percent,0.068
Ontario,45 to 64,Males,Needs not Met,Number,NA
Ontario,45 to 64,Males,Needs not Met,Percent,NA
Ontario,45 to 64,Males,Accessed care (past year),Number,59487
Ontario,45 to 64,Males,Accessed care (past year),Percent,0.07
Ontario,45 to 64,Males,Psychosis,Number,NA
Ontario,45 to 64,Males,Psychosis,Percent,NA
Ontario,45 to 64,Males,PTSD,Number,NA
Ontario,45 to 64,Males,PTSD,Percent,NA
Ontario,45 to 64,Females,Any Disorder,Number,104516
Ontario,45 to 64,Females,Any Disorder,Percent,0.10300000000000001
Ontario,45 to 64,Females,Depression,Number,99790
Ontario,45 to 64,Females,Depression,Percent,0.099
Ontario,45 to 64,Females,Bipolar,Number,NA
Ontario,45 to 64,Females,Bipolar,Percent,NA
Ontario,45 to 64,Females,Anxiety,Number,76644
Ontario,45 to 64,Females,Anxiety,Percent,0.075
Ontario,45 to 64,Females,Any Substance,Number,37866
Ontario,45 to 64,Females,Any Substance,Percent,0.037000000000000005
Ontario,45 to 64,Females,Alcohol,Number,27672
Ontario,45 to 64,Females,Alcohol,Percent,0.027000000000000003
Ontario,45 to 64,Females,Cannabis,Number,NA
Ontario,45 to 64,Females,Cannabis,Percent,NA
Ontario,45 to 64,Females,Other,Number,NA
Ontario,45 to 64,Females,Other,Percent,NA
Ontario,45 to 64,Females,Suicidal,Number,79422
Ontario,45 to 64,Females,Suicidal,Percent,0.078
Ontario,45 to 64,Females,Good Mental Health,Number,667560
Ontario,45 to 64,Females,Good Mental Health,Percent,0.6509999999999999
Ontario,45 to 64,Females,Poor Mental Health,Number,57206
